Sigla;Nome;Estrato;Indice.H;ISSN
;Ecological Informatics (Print);B1;;1574-9541
;Educar em Revista (Impresso);C ;;0104-4060
;Electric Power Systems Research (Print);B3;;0378-7796
;Electrochimica Acta;B2;;0013-4686
;Electronic Communications of the EASST;B5;;1863-2122
;Electronic Notes in Theoretical Computer Science;C ;;1571-0661
;Electronics Letters;A1;;0013-5194
;Elsevier (Amsterdam);C ;;0922-3444
;Em Debate (Belo Horizonte);C ;;2176-4883
;Em Questão;C ;;1808-5245
;Emergence (Mahwah, N.J.);B5;;1521-3250
;Empirical Software Engineering;B1;;1382-3256
;Empirical Software Engineering (Dordrecht. Online);B1;;1573-7616
;Energies (Basel);B3;;1996-1073
;Engenharia de Software Magazine;C ;;1983-1277
;Engineering Applications of Artificial Intelligence;B1;;0952-1976
;Engineering Research;C ;;2179-7625
;Engineering with Computers;B1;;0177-0667
;Entertainment Computing;B4;;1875-9521
;Entropy (Basel. Online);B3;;1099-4300
;Environmental Monitoring and Assessment (Print);B3;;0167-6369
;Environmental and Ecological Statistics;B4;;1352-8505
;Epilepsia (Copenhagen);B1;;0013-9580
;Etcétera: política e multidisciplinariedade;C ;;2358-4955
;European Journal of Combinatorics (Print);B1;;0195-6698
;European Journal of Medicinal Chemistry;B2;;0223-5234
;European Journal of Operational Research;A1;;0377-2217
;European Psychiatry (Paris);B2;;0924-9338
;Evolutionary Computation (Online);A2;;1530-9304
;Exacta (Online);C ;;1983-9308
;Exacta (São Paulo. Impresso);C ;;1678-5428
;Expert Systems with Applications;A2;;0957-4174
;FLF.EDU;C ;;1677-0323
;Far East Journal of Mathematical Sciences: FJMS;B5;;0972-0871
;First Monday (Online);B1;;1396-0466
;Fisioterapia em Movimento (PUCPR. Impresso);C ;;0103-5150
;Food Research International;B2;;0963-9969
;Frontiers in Genetics;B5;;1664-8021
;Future Generation Computer Systems;A2;;0167-739X
;Fuzzy Sets and Systems;A1;;0165-0114
;GIScience and Remote Sensing;B3;;1548-1603
;Gene (Amsterdam);B3;;0378-1119
;Genetics and Molecular Research;B4;;1676-5680
;Genome Announcements;C ;;2169-8287
;Geoinformatica (Dordrecht);B1;;1384-6175
;Geoinformatica (Dordrecht. Online);B1;;1573-7624
;Haemophilia (Oxford. Print);B3;;1351-8216
;Holos (Natal. Online);C ;;1807-1600
;Horizonte Científico (Uberlândia);C ;;1808-3064
;Human Mutation;B1;;1059-7794
;Hygeia : Revista Brasileira de Geografia Médica e da Saúde (Uberlândia);C ;;1980-1726
;I R B M News;B5;;1959-0318
;IADIS International Journal on WWW/Internet;C ;;1645-7641
;IEEE Communications Letters (Print);A1;;1089-7798
;IEEE Communications Magazine (Print);A1;;0163-6804
;IEEE Communications Surveys and Tutorials;A1;;1553-877X
;IEEE Computer Graphics and Applications;A2;;0272-1716
;IEEE Intelligent Systems;A2;;1541-1672
;IEEE Internet Computing;A2;;1089-7801
;IEEE Multimedia;B1;;1070-986X
;IEEE Network;A1;;0890-8044
;IEEE Robotics & Automation Magazine;A2;;1070-9932
;IEEE Signal Processing Letters;A2;;1070-9908
;IEEE Software;A2;;0740-7459
;IEEE Transactions on Circuits and Systems for Video Technology (Print);A1;;1051-8215
;IEEE Transactions on Circuits and Systems. I, Regular Papers (Print);A2;;1549-8328
;IEEE Transactions on Communications (Print);A1;;0090-6778
;IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems;A2;;0278-0070
;IEEE Transactions on Computers (Print);A2;;0018-9340
;IEEE Transactions on Consumer Electronics;A2;;0098-3063
;IEEE Transactions on Cybernetics;B5;;2168-2267
;IEEE Transactions on Evolutionary Computation;A1;;1089-778X
;IEEE Transactions on Fuzzy Systems;A1;;1063-6706
;IEEE Transactions on Geoscience and Remote Sensing;A1;;0196-2892
;IEEE Transactions on Image Processing;A1;;1057-7149
;IEEE Transactions on Information Forensics and Security;A2;;1556-6013
;IEEE Transactions on Knowledge and Data Engineering (Print);A1;;1041-4347
;IEEE Transactions on Magnetics;B4;;0018-9464
;IEEE Transactions on Medical Imaging (Print);A1;;0278-0062
;IEEE Transactions on Mobile Computing;A2;;1536-1233
;IEEE Transactions on Multimedia;A2;;1520-9210
;IEEE Transactions on Neural Networks and Learning Systems;A1;;2162-237X
;IEEE Transactions on Nuclear Science;B1;;0018-9499
;IEEE Transactions on Parallel and Distributed Systems (Print);A2;;1045-9219
;IEEE Transactions on Power Systems;B2;;0885-8950
;IEEE Transactions on Software Engineering;A1;;0098-5589
;IEEE Transactions on Systems, Man and Cybernetics. Part A. Systems and Humans;A2;;1083-4427
;IEEE Transactions on Systems, Man and Cybernetics. Part C, Applications and Reviews;A2;;1094-6977
;IEEE Transactions on Vehicular Technology;A1;;0018-9545
;IEEE Transactions on Very Large Scale Integration (VLSI) Systems (Print);A2;;1063-8210
;IEEE Transactions on Visualization and Computer Graphics;A2;;1077-2626
;IEEE Transactions on Wireless Communications;A1;;1536-1276
;IEEE Wireless Communications;A1;;1536-1284
;IEEE Wireless Communications Letters;B4;;2162-2337
;IEEE eTransactions on Network and Service Management;B3;;1932-4537
;IEEE-RITA;B5;;1932-8540
;IEEE/ACM Transactions on Computational Biology and Bioinformatics (Print);B1;;1545-5963
;IEICE Transactions on Information and Systems;B1;;0916-8532
;IET Computers & Digital Techniques (Online);B1;;1751-861X
;IET Computers & Digital Techniques (Print);B1;;1751-8601
;IET Software (Print);B1;;1751-8806
;INFORMS Journal on Computing;B1;;1091-9856
;INFORMS Journal on Computing (Online);B1;;1526-5528
;ISRN Communications and Networking;C ;;2090-4355
;Iberoamerican Journal of Applied Computing;B5;;2237-4523
;Image and Vision Computing;A1;;0262-8856
;InCantare;C ;;2317-417X
;Infodesign (SBDI. Online);B5;;1808-5377
;Informacion Tecnologica;B4;;0718-0764
;Informatics in Education;B4;;1648-5831
;Information Fusion (Print);A1;;1566-2535
;Information Management & Computer Security;B2;;0968-5227
;Information Processing & Management;A2;;0306-4573
;Information Processing Letters (Print);B1;;0020-0190
;Information Retrieval (Boston);B1;;1386-4564
;Information Sciences;A1;;0020-0255
;Information and Computation (Print);B1;;0890-5401
;Information and Software Technology;B1;;0950-5849
;Informação & Informação (UEL. Online);C ;;1981-8920
;Integrated Computer-Aided Engineering;A1;;1069-2509
;Intelligent Data Analysis (Print);B1;;1088-467X
;Interactive Technology and Smart Education;B5;;1741-5659
;Interdisciplinary Journal of E-learning and Learning Objects;C ;;1552-2210
;Interface (Botucatu. Impresso);C ;;1414-3283
;International Journal of Advanced Technology in Engineering and Science;C ;;2348-7550
;International Journal of AgriScience;C ;;2228-6322
;International Journal of Applied Electromagnetics and Mechanics;B5;;1383-5416
;International Journal of Approximate Reasoning;B1;;0888-613X
;International Journal of Business Process Integration and Management (Print);B3;;1741-8763
;International Journal of Computational Science and Engineering;B4;;1742-7185
;International Journal of Computer Applications;C ;;0975-8887
;International Journal of Computer Architecture Education;B5;;2316-9915
;International Journal of Computer Games Technology;B4;;1687-7047
;International Journal of Computer Information Systems and Industrial Management Applications;B5;;2150-7988
;International Journal of Computer Networks and Communications;C ;;0974-9322
;International Journal of Computer Science and Applications (Online);B4;;0972-9038
;International Journal of Computer Science and Information Technology (Print);C ;;0975-4660
;International Journal of Computer Science and Network Security;C ;;1738-7906
;International Journal of Computer Theory and Engineering;C ;;1793-8201
;International Journal of Computers & Applications;B4;;1206-212X
;International Journal of Control Science and Engineering;C ;;2168-4960
;International Journal of Distance Education Technologies;B4;;1539-3100
;International Journal of Distributed Sensor Networks;B2;;1550-1329
;International Journal of Distributed Sensor Networks (Online);B2;;1550-1477
;International Journal of Electrical Power & Energy Systems;B5;;0142-0615
;International Journal of Electronic Government Research;B4;;1548-3886
;International Journal of Electronics (Online);B1;;1362-3060
;International Journal of Embedded and Real-Time Communication Systems;B4;;1947-3176
;International Journal of Engineering Education;B5;;0949-149X
;International Journal of Engineering Science;B3;;0020-7225
;International Journal of Engineering and Technology (IJET);C ;;1793-8236
;International Journal of Environmental Research and Public Health;B3;;1660-4601
;International Journal of Fuzzy Systems;B1;;1562-2479
;International Journal of Geographical Information Science (Print);A2;;1365-8816
;International Journal of Hybrid Intelligent Systems;B5;;1448-5869
;International Journal of Image and Graphics;B5;;0219-4678
;International Journal of Information Security (Print);B2;;1615-5262
;International Journal of Information Technology and Computer Science;C ;;2074-9007
;International Journal of Information Technology, Communications and Convergence;C ;;2042-3217
;International Journal of Information and Communication Technology Education;B4;;1550-1876
;International Journal of Innovative Computing and Applications (Print);B4;;1751-648X
;International Journal of Innovative Computing, Information & Control;B1;;1349-4198
;International Journal of Intelligent Systems (Print);B1;;0884-8173
;International Journal of Knowledge Society Research;C ;;1947-8429
;International Journal of Logistics Systems and Management (Print);B5;;1742-7967
;International Journal of Materials & Product Technology;B5;;0268-1900
;International Journal of Mathematical Analysis;B5;;1312-8876
;International Journal of Metadata, Semantics and Ontologies (Print);B3;;1744-2621
;International Journal of Modern Engineering Research;C ;;2249-6645
;International Journal of Modern Physics C;B4;;0129-1831
;International Journal of Molecular Sciences (Online);B3;;1422-0067
;International Journal of Natural Computing Research;B5;;1947-928X
;International Journal of Networking and Computing;C ;;2185-2839
;International Journal of Numerical Modelling (Print);B2;;0894-3370
;International Journal of Parallel Programming;B2;;0885-7458
;International Journal of Parallel, Emergent and Distributed Systems (Print);B3;;1744-5760
;International Journal of Performance Analysis in Sport;B4;;1474-8185
;International Journal of Physical Education;C ;;0341-8685
;International Journal of Production Research (Print);A2;;0020-7543
;International Journal of Reconfigurable Computing (Print);B4;;1687-7195
;International Journal of Scientific and Engineering Research;C ;;2229-5518
;International Journal of Security and Networks (Print);B3;;1747-8405
;International Journal of Software Engineering & Applications (IJSEA);C ;;0975-9018
;International Journal of Software Engineering and Knowledge Engineering;B2;;0218-1940
;International Journal of Theoretical Physics;B4;;0020-7748
;International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems;B1;;0218-4885
;International Journal of Web Based Communities (Print);B3;;1477-8394
;International Journal of Web Engineering and Technology;B3;;1476-1289
;International Journal of Web Services Research;B2;;1545-7362
;International Journal of Wireless Communications and Mobile Computing;C ;;2330-1007
;International Journal of Wireless Information Networks;B2;;1068-9605
;International Journal on E-Learning;B5;;1537-2456
;International Journal: Emerging Technologies in Learning;C ;;1863-0383
;International Transactions in Operational Research;B2;;0969-6016
;International journal on advances in intelligent systems.;C ;;1942-2679
;Inverse Problems (Print);B3;;0266-5611
;JASSS (Guildford);B2;;1460-7425
;JICS. Journal of Integrated Circuits and Systems (Ed. Português);B4;;1807-1953
;JMIR. Journal of Medical Internet Research;A1;;1438-8871
;Java magazine;C ;;1676-8361
;Journal of Accessibility and Design for All;C ;;2013-7087
;Journal of Aerospace Technology and Management (Online);B5;;2175-9146
;Journal of Applied Geophysics;B4;;0926-9851
;Journal of Applied Logic;B2;;1570-8683
;Journal of Applied Mathematics;B5;;1110-757X
;Journal of Applied Mathematics and Physics;C ;;2327-4352
;Journal of Approximation Theory (Print);B4;;0021-9045
;Journal of Bioinformatics and Computational Biology (Print);B1;;0219-7200
;Journal of Biomedical Informatics;A2;;1532-0464
;Journal of Biomedicine and Biotechnology (Print);B2;;1110-7243
;Journal of Cardiovascular Magnetic Resonance;B5;;1532-429X
;Journal of Combinatorial Optimization;B1;;1382-6905
;Journal of Combinatorial Theory. Series B (Print);B1;;0095-8956
;Journal of Communication and Computer;C ;;1548-7709
;Journal of Communication and Information Systems (Online);C ;;1980-6604
;Journal of Computational Physics (Print);A1;;0021-9991
;Journal of Computational Science;B1;;1877-7503
;Journal of Computational and Applied Mathematics;A2;;0377-0427
;Journal of Computational and Theoretical Nanoscience;B1;;1546-1955
;Journal of Computer Assisted Tomography (Online);A2;;1532-3145
;Journal of Computer Science and Technology;B2;;1000-9000
;Journal of Computer Science and Technology (La Plata. En línea);C ;;1666-6038
;Journal of Computer Sciences;B3;;1549-3636
;Journal of Computer and System Sciences (Print);A2;;0022-0000
;Journal of Control, Automation and Electrical Systems;B5;;2195-3899
;Journal of Convergence Information Technology (Gyeongju);B2;;1975-9320
;Journal of Cryptographic Engineering;B4;;2190-8508
;Journal of Data Science (Online);C ;;1683-8602
;Journal of Digital Imaging;B1;;0897-1889
;Journal of Elasticity;B4;;0374-3535
;Journal of Electronic Imaging (Print);B1;;1017-9909
;Journal of Electronic Testing;B2;;0923-8174
;Journal of Emerging Technologies in Web Intelligence;B4;;1798-0461
;Journal of Food Science;B3;;0022-1147
;Journal of Global Information Management;B2;;1062-7375
;Journal of Global Optimization;A2;;0925-5001
;Journal of Global Optimization (Dordrecht. Online);A2;;1573-2916
;Journal of Graph Theory (Print);B1;;0364-9024
;Journal of Grid Computing;B1;;1570-7873
;Journal of Health Informatics;B5;;2175-4411
;Journal of Heuristics;B1;;1381-1231
;Journal of Information Assurance and Security;B5;;1554-1010
;Journal of Information and Data Management;C ;;2166-6261
;Journal of Insect Behavior;B4;;0892-7553
;Journal of Integrated Design & Process Science;B5;;1092-0617
;Journal of Intelligent & Fuzzy Systems;B2;;1064-1246
;Journal of Intelligent & Robotic Systems;B1;;0921-0296
;Journal of Intelligent Computing;B5;;0976-9005
;Journal of Intelligent Information Systems;B1;;0925-9902
;Journal of Internet Services and Applications;B4;;1869-0238
;Journal of Logic and Computation (Print);B1;;0955-792X
;Journal of Low Power Electronics (Print);B3;;1546-1998
;Journal of Materials Education;B5;;0738-7989
;Journal of Medical Imaging and Health Informatics;B2;;2156-7018
;Journal of Microwaves, Optoelectronics and Electromagnetic Applications;B5;;2179-1074
;Journal of Modern Project Management;C ;;2317-3963
;Journal of Molecular Modeling (Print);B3;;1610-2940
;Journal of Molecular Structure (Print);B3;;0022-2860
;Journal of Multiple-Valued Logic and Soft Computing;B2;;1542-3980
;Journal of Network and Computer Applications;B1;;1084-8045
;Journal of Network and Systems Management;B2;;1064-7570
;Journal of Optimization Theory and Applications;A2;;0022-3239
;Journal of Optimization Theory and Applications (Dordrecht. Online);A2;;1573-2878
;Journal of Parallel and Distributed Computing (Print);B1;;0743-7315
;Journal of Physics. Conference Series (Online);C ;;1742-6596
;Journal of Physics. Conference Series (Print);C ;;1742-6588
;Journal of Proteome Research (Print);B1;;1535-3893
;Journal of Proteomics & Bioinformatics;B4;;0974-276X
;Journal of Real-Time Image Processing (Print);B1;;1861-8200
;Journal of Research and Practice in Information Technology;B3;;1443-458X
;Journal of Sensors;B5;;1687-725X
;Journal of Signal Processing Systems for Signal, Image, and Video Technology;B1;;1939-8018
;Journal of Software;B3;;1796-217X
;Journal of Software Engineering Research and Development;B5;;2195-1721
;Journal of Statistical Mechanics;B3;;1742-5468
;Journal of Statistical Physics;B4;;0022-4715
;Journal of Supercomputing;B2;;0920-8542
;Journal of Systems Architecture;B1;;1383-7621
;Journal of The American Society For Information Science and Technology (Online);A2;;1532-2890
;Journal of The Brazilian Computer Society (Online);B2;;1678-4804
;Journal of Transport Literature;C ;;2238-1031
;Journal of Universal Computer Science (Online);B1;;0948-6968
;Journal of Universal Computer Science (Print);B1;;0948-695X
;Journal of Visual Communication and Image Representation (Print);B1;;1047-3203
;Journal of Visualized Experiments;B2;;1940-087X
;Journal of WSCG (Plzen, Print);B4;;1213-6972
;Journal of Zhejiang University. Science A (Print);B5;;1673-565X
;Journal of statistical software;A1;;1548-7660
;Journal of the American Medical Informatics Association;A1;;1067-5027
;Journal of the American Society for Information Science and Technology (Print);A2;;1532-2882
;Journal of the Brazilian Computer Society (Impresso);B2;;0104-6500
;Journal of the Brazilian Society of Mechanical Sciences and Engineering (Impresso);B5;;1678-5878
;Journal of the Operational Research Society;A2;;0160-5682
;Journal on Data Semantics (Print);B5;;1861-2032
;Journal on Special Topics in Mobile Networks and Applications;B1;;1383-469X
;Knowledge Cultures;C ;;2327-5731
;Knowledge Engineering Review (Online);B1;;1469-8005
;Knowledge Engineering Review (Print);B1;;0269-8889
;Knowledge and Information Systems (Print);B1;;0219-1377
;Knowledge-Based Systems;A2;;0950-7051
;Learning & Memory;B5;;1072-0502
;Learning and Nonlinear Models;B5;;1676-2789
;Lecture Notes in Business Information Processing;C ;;1865-1348
;Lecture Notes in Computer Science;C ;;0302-9743
;Letrônica;C ;;1984-4301
;Library (London);B5;;0024-2160
;Linear Algebra and its Applications;B4;;0024-3795
;Linguamática (Braga);C ;;1647-0818
;Logic Journal of the IGPL (Online);B2;;1368-9894
;Logic Journal of the IGPL (Print);B2;;1367-0751
;Lubricants;C ;;2075-4442
;Machine Learning (Dordrecht. Online);A1;;1573-0565
;Machine Translation;B3;;0922-6567
;Machine Vision and Applications;B1;;0932-8092
;Machine Vision and Applications (Internet);B1;;1432-1769
;Matematica Contemporanea;B5;;0103-9059
;Materials (Basel);B3;;1996-1944
;Materials Science & Engineering. C, Biomimetic Materials, Sensors and Systems (Print);B2;;0928-4931
;Mathematical Methods of Operations Research (Heidelberg);B1;;1432-2994
;Mathematical Problems in Engineering (Print);B4;;1024-123X
;Mathematical Programming;A2;;0025-5610
;Mathematical Programming Computation;B3;;1867-2949
;Mechatronics (Oxford);B1;;0957-4158
;Medical & Biological Engineering & Computing;A2;;0140-0118
;Medical Image Analysis (Print);A1;;1361-8415
;Memetic Computing;B3;;1865-9284
;Microelectronics Journal;B1;;0959-8324
;Microelectronics and Reliability;A2;;0026-2714
;Microporous and Mesoporous Materials (Print);B2;;1387-1811
;Microprocessors and Microsystems;B2;;0141-9331
;Microwave and Optical Technology Letters (Print);B5;;0895-2477
;Middle East Journal of Culture and Communication;C ;;1873-9865
;Molecular & Cellular Proteomics (Online);B5;;1535-9484
;Multidimensional Systems and Signal Processing (Online);B2;;1573-0824
;Multimedia Systems;B1;;0942-4962
;Multimedia Tools and Applications;B1;;1380-7501
;Multimedia Tools and Applications (Dordrecht. Online);B1;;1573-7721
;NCSL International Measure: the journal of measurement science;C ;;1931-5775
;Networks (New York, N.Y. Print);B1;;0028-3045
;Neural Computation;A1;;0899-7667
;Neural Computing & Applications (Print);B1;;0941-0643
;Neural Networks;A1;;0893-6080
;Neurocomputing (Amsterdam);A2;;0925-2312
;Neuroimage (Orlando, Fla. Print);B1;;1053-8119
;Neuroinformatics (Totowa);A2;;1539-2791
;Neuroscience Letters (Print);B3;;0304-3940
;Nucleic Acids Research;B1;;0305-1048
;Numerical Linear Algebra with Applications;A2;;1070-5325
;Numerische Mathematik;B1;;0029-599X
;OMICS: Journal of Integrative Biology;B2;;1536-2310
;OR-Spektrum;B1;;0171-6468
;Operating Systems Review;B1;;0163-5980
;Optical Switching and Networking (Print);B2;;1573-4277
;Optics Express;B2;;1094-4087
;Optimization (Print);B2;;0233-1934
;Optimization Letters (Print);B1;;1862-4472
;Optimization Methods & Software (Print);B1;;1055-6788
;Opus (Belo Horizonte. Online);C ;;1517-7017
;PCCP. Physical Chemistry Chemical Physics (Print);B1;;1463-9076
;Parallel Computing;B1;;0167-8191
;Pattern Recognition;A1;;0031-3203
;Pattern Recognition Letters;A1;;0167-8655
;Peer-to-Peer Networking and Applications (Print);B3;;1936-6442
;Performance Evaluation;B1;;0166-5316
;Perspectivas em Ciência da Informação (Online);C ;;1981-5344
;Pesquisa Naval (SDM);C ;;1414-8595
;Pesquisa Operacional (Impresso);B4;;0101-7438
;Pesquisa Operacional para o Desenvolvimento;B5;;1984-3534
;Pesquisa e Planejamento Econômico (Rio de Janeiro);C ;;0100-551
;Physica. A (Print);B3;;0378-4371
;Physical Review Letters (Print);B1;;0031-9007
;Physical Review. A;B2;;1050-2947
;Physical Review. B, Condensed Matter and Materials Physics;B2;;1098-0121
;Physical Review. E, Statistical, Nonlinear, and Soft Matter Physics (Print);B3;;1539-3755
;Plant Methods;B3;;1746-4811
;Plant Molecular Biology;B2;;0167-4412
;Plant Physiology (Bethesda);B1;;0032-0889
;Plos One;B2;;1932-6203
;Polibits;C ;;1870-9044
;Precision Agriculture (Print);B3;;1385-2256
;Presence (Cambridge, Mass.);B4;;1054-7460
;Procedia Computer Science;C ;;1877-0509
;Proceedings of the Institution of Mechanical Engineers, Part J, Journal of Engineering Tribology;B5;;1350-6501
;Produção (São Paulo. Impresso);C ;;0103-6513
;Progress in Nuclear Energy (New Series);B4;;0149-1970
;Protein and Peptide Letters;B3;;0929-8665
;Proteins (Print);B2;;0887-3585
;Psicologia: Reflexão e Crítica (UFRGS. Impresso);C ;;0102-7972
;Psicologia: Teoria e Prática (Impresso);C ;;1516-3687
;Quaternary International;B3;;1040-6182
;RAC. Revista de Administração Contemporânea (Online);C ;;1982-7849
;RAIRO. Recherche Opérationnelle;B3;;0399-0559
;RBGP. Revista Brasileira de Gerenciamento de Projetos;C ;;1679-902X
;RECIIS. Revista Eletrônica de Comunicação, Informação & Inovação em Saúde (Edição em Português. Online);C ;;1981-6278
;REM. Revista Escola de Minas (Impresso);B5;;0370-4467
;RENOTE. Revista Novas Tecnologias na Educação;C ;;1679-1916
;RESI : Revista Eletrônica de Sistemas de Informação;B5;;1677-3071
;Random Structures & Algorithms (Print);B1;;1042-9832
;Recherche Opérationnelle;B2;;1290-3868
;Requirements Engineering;B1;;1432-010X
;Revista Ambiente Contábil;C ;;2176-9036
;Revista Brasileira de Administração Científica;C ;;2179-684X
;Revista Brasileira de Biometria;C ;;1983-0823
;Revista Brasileira de Computação Aplicada;B5;;2176-6649
;Revista Brasileira de Educação Médica (Impresso);C ;;0100-5502
;Revista Brasileira de Engenharia Biomédica (Impresso);B5;;1517-3151
;Revista Brasileira de Informática na Educação;B5;;1414-5685
;Revista Brasileira de Linguistica Aplicada;C ;;1984-6398
;Revista Brasileira de Redes de Computadores e Sistemas Distribuídos;B5;;1983-4217
;Revista Cisma;C ;;2238-7013
;Revista Digital de Biblioteconomia e Ciência da Informação;C ;;1678-765X
;Revista GEINTEC: gestao, inovacao e tecnologias;C ;;2237-0722
;Revista IEEE América Latina;B4;;1548-0992
;Revista Iberoamericana de Educación a Distancia;C ;;1138-2783
;Revista Latino-Americana de Enfermagem (USP. Ribeirão Preto. Impresso);C ;;0104-1169
;Revista Militar de Ciência e Tecnologia;C ;;2316-4522
;Revista NECAT;C ;;2317-8523
;Revista Posição;C ;;2359-3741
;Revista SODEBRAS;C ;;1809-3957
;Revista STREM;C ;;1678-1252
;Revista da ABENO;C ;;1679-5954
;Revista de Administração da UFSM;C ;;1983-4659
;Revista de Enfermagem UFPE On Line;C ;;1981-8963
;Revista de Ensino de Engenharia;C ;;2236-0158
;Revista de Gestão da Tecnologia e Sistemas de Informação (Online);B5;;1807-1775
;Revista de Gestão e Projetos;C ;;2236-0972
;Revista de Informática Aplicada;C ;;1809-5585
;Revista de Informática Teórica e Aplicada: RITA;B5;;2175-2745
;Revista de Tecnologia da Informação e Comunicação;C ;;2237-5112
;Revista Árvore (Impresso);C ;;0100-6762
;Risk Analysis;B3;;0272-4332
;Robotica (Cambridge. Print);B2;;0263-5747
;Robotics and Computer-Integrated Manufacturing;B1;;0736-5845
;S & G. Sistemas & Gestão;C ;;1980-5160
;SIAM Review (Print);A1;;0036-1445
;SIGKDD Explorations;B5;;1931-0145
;SIGMOD Record;A1;;0163-5808
;SIGPLAN Notices (Cessou em 1991. Cont. ISSN 1523-2867 ACM SIGPLAN Notices);C ;;0362-1340
;SQL magazine;C ;;1677-9185
;Saude em Debate;C ;;0103-1104
;Science of Computer Programming (Print);B1;;0167-6423
;Scientia Horticulturae;C ;;0304-4238
;Scientia Plena;C ;;1808-2793
;Scientific Research and Essays;B5;;1992-2248
;Scientometrics (Online);A2;;1588-2861
;Security and Communication Networks;B3;;1939-0114
;Sensors (Basel);A2;;1424-8220
;Service Oriented Computing and Applications;B3;;1863-2386
;Set-Valued and Variational Analysis: theory and applications;B4;;1877-0533
;Sigir Forum;B5;;0163-5840
;Signal Processing (Print);A2;;0165-1684
;Simulation Modelling Practice and Theory;B1;;1569-190X
;Social Networking;C ;;2169-3285
;Soft Computing;B1;;1433-7479
;Software Engineering Notes;B5;;0163-5948
;Software Quality Journal;B2;;0963-9314
;Software and Systems Modeling (Print);B2;;1619-1366
;Software, Practice & Experience (Print);B1;;0038-0644
;Software: Practice and Experience;B1;;1097-024X
;Statistics in Medicine (Print);B3;;0277-6715
;TEMA. Tendências em Matemática Aplicada e Computacional;B5;;1677-1966
;TSI. Technique et Science Informatiques;C ;;0752-4072
;Temática (João Pessoa. Online);C ;;1807-8931
;Tendências e Técnicas em Realidade Virtual e Aumentada;C ;;2177-6776
;Tendências em Matemática Aplicada e Computacional;B5;;2179-8451
;The American Mathematical Monthly;B5;;0002-9890
;The Electronic Journal of Combinatorics;B2;;1077-8926
;The European Physical Journal. B, Condensed Matter Physics (Print);B3;;1434-6028
;The European Physical Journal. Special Topics;B3;;1951-6355
;The Gerontologist (Washington, D.C.);B2;;0016-9013
;The International Journal on Advances in Networks and Services;C ;;1942-2644
;The Journal of Systems and Software;A2;;0164-1212
;The Journal of the Acoustical Society of America;B3;;0001-4966
;The Scientific World Journal;B4;;1537-744X
;The VLDB Journal;B1;;1066-8888
;The Visual Computer;B1;;0178-2789
;Theoretical Computer Science;A2;;0304-3975
;Theory and Practice of Logic Programming;B1;;1471-0684
;Theory and Practice of Logic Programming (Online);B1;;1475-3081
;Transactions in GIS (Print);B1;;1361-1682
;Transactions on Aspect-Oriented Software Development (Print);B5;;1864-3027
;Transactions on Emerging Telecommunications Technologies (Online);B2;;2161-3915
;Transfusion Medicine (Print);B4;;0958-7578
;Transinformação;B5;;0103-3786
;Translational Oncology (Online);B5;;1936-5233
;Transportation Science;B3;;0041-1655
;Transportes (Rio de Janeiro);C ;;2237-1346
;Tribology International;C ;;0301-679X
;Universal Access in the Information Society (Internet);B2;;1615-5297
;Vox Sanguinis (Basel. 1956);B2;;0042-9007
;Web Intelligence and Agent Systems;B3;;1570-1263
;Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery;B1;;1942-4787
;Wiley Interdisciplinary Reviews: RNA;B5;;1757-7012
;Wireless Communications and Mobile Computing;B1;;1530-8677
;Wireless Networks;A2;;1022-0038
;Work (Reading, MA);B5;;1051-9815
;World Journal of Biological Chemistry;C ;;1949-8454
;Yearbook of International Environmental Law;C ;;0965-1721
;iSys: Revista Brasileira de Sistemas de Informação;B5;;1984-2902
